Unnamed: 0,hspt_name,url,depth,text,date
13.0,부산본병원,http://www.bonhospital.co.kr/notice/nonpay/index.jsp,1,부산본병원/비급여안내,200320
64.0,의료법인 백천의료재단 바로본병원,http://barobone.kr/06_customer/customer04.html,1,의료법인 백천의료재단 바로본병원/비급여고시,200320
74.0,스마일본병원,http://www.smilebone.com/page/fee,1,스마일본병원/비급여안내,200320
89.0,인본병원,http://www.inbone.kr/consult/unpaid/index.jsp,1,인본병원/비급여안내,200320
90.0,인본병원,http://www.inbone.kr/consult/unpaid2/index.jsp,1,인본병원/비급여안내,200320
98.0,의료법인성베드로병원,http://www.stpeters.co.kr/content/content.asp?FolderName=community&fileName=community_08,1,의료법인성베드로병원/비급여 내역,200320
117.0,본병원,http://www.bonehospital.co.kr/document/payment,1,본병원/비급여항목 안내,200320
124.0,오정본병원,http://www.ojbonhospital.co.kr/intro/non/index.jsp,1,오정본병원/비급여항목,200320
143.0,진주본병원,http://www.bon4567.co.kr/sub.asp?bct=05&mct=06,1,진주본병원/비급여 진료비안내,200320
172.0,바른본병원,http://www.barunbone.co.kr/Skin/pay.html,1,비급여_수작업기입,200317
237.0,굿모닝병원,http://www.gm-hospital.co.kr/clinic_08.html#tabs-1,1,비급여_수작업기입,200335
247.0,제일정형외과병원,http://www.cheilos.com/main/sub2.asp?subpage=module/unreview.html&cate=1&parent_idx=1,1,비급여_수작업기입,200347
,인본병원,http://www.inbone.kr/consult/unpaid/index.jsp?reqPageNo=2,1,인본병원/2,200331
,인본병원,http://www.inbone.kr/consult/unpaid/index.jsp?reqPageNo=3,1,인본병원/3,200331
,인본병원,http://www.inbone.kr/consult/unpaid/index.jsp?reqPageNo=4,1,인본병원/4,200331
,인본병원,http://www.inbone.kr/consult/unpaid/index.jsp?reqPageNo=5,1,인본병원/5,200331
,인본병원,http://www.inbone.kr/consult/unpaid/index.jsp?reqPageNo=6,1,인본병원/6,200331
,인본병원,http://www.inbone.kr/consult/unpaid/index.jsp?reqPageNo=7,1,인본병원/7,200331
,인본병원,http://www.inbone.kr/consult/unpaid/index.jsp?reqPageNo=8,1,인본병원/8,200331
,인본병원,http://www.inbone.kr/consult/unpaid/index.jsp?reqPageNo=9,1,인본병원/9,200331
,인본병원,http://www.inbone.kr/consult/unpaid/index.jsp?reqPageNo=10,1,인본병원/10,200331
,인본병원,http://www.inbone.kr/consult/unpaid2/index.jsp?reqPageNo=2,1,인본병원/2,200331
,인본병원,http://www.inbone.kr/consult/unpaid2/index.jsp?reqPageNo=3,1,인본병원/3,200331
,인본병원,http://www.inbone.kr/consult/unpaid2/index.jsp?reqPageNo=4,1,인본병원/4,200331
,인본병원,http://www.inbone.kr/consult/unpaid2/index.jsp?reqPageNo=5,1,인본병원/5,200331
,인본병원,http://www.inbone.kr/consult/unpaid2/index.jsp?reqPageNo=6,1,인본병원/6,200331
,인본병원,http://www.inbone.kr/consult/unpaid2/index.jsp?reqPageNo=7,1,인본병원/7,200331
,인본병원,http://www.inbone.kr/consult/unpaid2/index.jsp?reqPageNo=8,1,인본병원/8,200331
,인본병원,http://www.inbone.kr/consult/unpaid2/index.jsp?reqPageNo=9,1,인본병원/9,200331
,인본병원,http://www.inbone.kr/consult/unpaid2/index.jsp?reqPageNo=10,1,인본병원/10,200331
,의료법인성베드로병원,http://www.stpeters.co.kr/content/content.asp?FolderName=clinic06&fileName=clinic06_02_00_18,1,의료법인성베드로병원/M2-PK검사,200331
,부산본병원,http://www.bonhospital.co.kr/notice/nonpay/index.jsp,1,부산본병원/비급여안내,200331
,부산본병원,http://www.bonhospital.co.kr/notice/nonpay/index.jsp?snopay1_fk=5,1,부산본병원/I. 행위료,200331
,부산본병원,http://www.bonhospital.co.kr/notice/nonpay/index.jsp?snopay1_fk=7,1,부산본병원/II. 치료재료대,200331
,부산본병원,http://www.bonhospital.co.kr/notice/nonpay/index.jsp?snopay1_fk=8,1,부산본병원/III. 약제비,200331
,부산본병원,http://www.bonhospital.co.kr/notice/nonpay/index.jsp?snopay1_fk=9,1,부산본병원/IV. 제증명수수료,200331
,부산본병원,http://www.bonhospital.co.kr/notice/nonpay/index.jsp?reqPageNo=11,1,부산본병원/다음,200331
,의료법인 백천의료재단 바로본병원,http://barobone.kr/06_customer/customer04.html,1,의료법인 백천의료재단 바로본병원/비급여고시,200331
,스마일본병원,http://www.smilebone.com/page/fee,1,스마일본병원/비급여안내,200331
,인본병원,http://www.inbone.kr/consult/unpaid/index.jsp,1,인본병원/비급여안내,200331
,인본병원,http://www.inbone.kr/consult/unpaid2/index.jsp,1,인본병원/비급여안내,200331
,의료법인성베드로병원,http://www.stpeters.co.kr/content/content.asp?FolderName=community&fileName=community_08,1,의료법인성베드로병원/비급여 내역,200331
,본병원,http://www.bonehospital.co.kr/document/payment,1,본병원/비급여항목 안내,200331
,오정본병원,http://www.ojbonhospital.co.kr/intro/non/index.jsp,1,오정본병원/비급여항목,200331
,진주본병원,http://www.bon4567.co.kr/sub.asp?bct=05&mct=06,1,진주본병원/비급여 진료비안내,200331
,진주본병원,http://www.bon4567.co.kr/sub.asp?bct=05&mct=06&pmode=view&num=317,1,"진주본병원/
									2020년 3월 24일 기준 비급여리스트
								",200331
,진주본병원,http://www.bon4567.co.kr/sub.asp?bct=05&mct=06&pmode=view&num=316,1,"진주본병원/
									2020년 2월 24일 기준 비급여리스트
								",200331
,진주본병원,http://www.bon4567.co.kr/sub.asp?bct=05&mct=06&pmode=view&num=304,1,"진주본병원/
									2020년 2월 12일 기준 비급여리스트
								",200331
,진주본병원,http://www.bon4567.co.kr/sub.asp?bct=05&mct=06&pmode=view&num=302,1,"진주본병원/
									2020년 01월 08일 기준 비급여리스트
								",200331
,진주본병원,http://www.bon4567.co.kr/sub.asp?bct=05&mct=06&pmode=view&num=301,1,"진주본병원/
									2019년 12월 10일 기준 비급여리스트
								",200331
,진주본병원,http://www.bon4567.co.kr/sub.asp?bct=05&mct=06&pmode=view&num=273,1,"진주본병원/
									2019년 10월 15일 기준 비급여리스트
								",200331
,진주본병원,http://www.bon4567.co.kr/sub.asp?bct=05&mct=06&pmode=view&num=272,1,"진주본병원/
									2019년 9월 17일 기준 비급여리스트
								",200331
,진주본병원,http://www.bon4567.co.kr/sub.asp?bct=05&mct=06&pmode=view&num=271,1,"진주본병원/
									2019년 8월 7일 기준 비급여리스트
								",200331
,진주본병원,http://www.bon4567.co.kr/sub.asp?bct=05&mct=06&pmode=view&num=268,1,"진주본병원/
									2019년 7월 1일 기준 비급여리스트
								",200331
,진주본병원,http://www.bon4567.co.kr/sub.asp?bct=05&mct=06&pmode=view&num=260,1,"진주본병원/
									2019년 05월 08일 기준 비급여리스트
								",200331
,제일정형외과병원,http://www.cheilos.com/main/sub2.asp?subpage=module/unreview.html&cate=1&parent_idx=1,1,제일정형외과병원/비급여안내,200331
,부산본병원,http://www.bonhospital.co.kr/notice/nonpay/index.jsp?reqPageNo=2,1,부산본병원/2,200331
,부산본병원,http://www.bonhospital.co.kr/notice/nonpay/index.jsp?reqPageNo=3,1,부산본병원/3,200331
,부산본병원,http://www.bonhospital.co.kr/notice/nonpay/index.jsp?reqPageNo=4,1,부산본병원/4,200331
,부산본병원,http://www.bonhospital.co.kr/notice/nonpay/index.jsp?reqPageNo=5,1,부산본병원/5,200331
,부산본병원,http://www.bonhospital.co.kr/notice/nonpay/index.jsp?reqPageNo=6,1,부산본병원/6,200331
,부산본병원,http://www.bonhospital.co.kr/notice/nonpay/index.jsp?reqPageNo=7,1,부산본병원/7,200331
,부산본병원,http://www.bonhospital.co.kr/notice/nonpay/index.jsp?reqPageNo=8,1,부산본병원/8,200331
,부산본병원,http://www.bonhospital.co.kr/notice/nonpay/index.jsp?reqPageNo=9,1,부산본병원/9,200331
,부산본병원,http://www.bonhospital.co.kr/notice/nonpay/index.jsp?reqPageNo=10,1,부산본병원/10,200331
,인본병원,http://www.inbone.kr/consult/unpaid/index.jsp?reqPageNo=2,1,인본병원/2,200331
,인본병원,http://www.inbone.kr/consult/unpaid/index.jsp?reqPageNo=3,1,인본병원/3,200331
,인본병원,http://www.inbone.kr/consult/unpaid/index.jsp?reqPageNo=4,1,인본병원/4,200331
,인본병원,http://www.inbone.kr/consult/unpaid/index.jsp?reqPageNo=5,1,인본병원/5,200331
,인본병원,http://www.inbone.kr/consult/unpaid/index.jsp?reqPageNo=6,1,인본병원/6,200331
,인본병원,http://www.inbone.kr/consult/unpaid/index.jsp?reqPageNo=7,1,인본병원/7,200331
,인본병원,http://www.inbone.kr/consult/unpaid/index.jsp?reqPageNo=8,1,인본병원/8,200331
,인본병원,http://www.inbone.kr/consult/unpaid/index.jsp?reqPageNo=9,1,인본병원/9,200331
,인본병원,http://www.inbone.kr/consult/unpaid/index.jsp?reqPageNo=10,1,인본병원/10,200331
,인본병원,http://www.inbone.kr/consult/unpaid2/index.jsp?reqPageNo=2,1,인본병원/2,200331
,인본병원,http://www.inbone.kr/consult/unpaid2/index.jsp?reqPageNo=3,1,인본병원/3,200331
,인본병원,http://www.inbone.kr/consult/unpaid2/index.jsp?reqPageNo=4,1,인본병원/4,200331
,인본병원,http://www.inbone.kr/consult/unpaid2/index.jsp?reqPageNo=5,1,인본병원/5,200331
,인본병원,http://www.inbone.kr/consult/unpaid2/index.jsp?reqPageNo=6,1,인본병원/6,200331
,인본병원,http://www.inbone.kr/consult/unpaid2/index.jsp?reqPageNo=7,1,인본병원/7,200331
,인본병원,http://www.inbone.kr/consult/unpaid2/index.jsp?reqPageNo=8,1,인본병원/8,200331
,인본병원,http://www.inbone.kr/consult/unpaid2/index.jsp?reqPageNo=9,1,인본병원/9,200331
,인본병원,http://www.inbone.kr/consult/unpaid2/index.jsp?reqPageNo=10,1,인본병원/10,200331
,의료법인성베드로병원,http://www.stpeters.co.kr/content/content.asp?FolderName=clinic06&fileName=clinic06_02_00_18,1,의료법인성베드로병원/M2-PK검사,200331
,진주본병원,http://www.bon4567.co.kr/sub.asp?bct=05&mct=06&pmode=view&num=317,1,"진주본병원/
									2020년 3월 24일 기준 비급여리스트
								",200331
,진주본병원,http://www.bon4567.co.kr/sub.asp?bct=05&mct=06&pmode=view&num=316,1,"진주본병원/
									2020년 2월 24일 기준 비급여리스트
								",200331
,진주본병원,http://www.bon4567.co.kr/sub.asp?bct=05&mct=06&pmode=view&num=304,1,"진주본병원/
									2020년 2월 12일 기준 비급여리스트
								",200331
,진주본병원,http://www.bon4567.co.kr/sub.asp?bct=05&mct=06&pmode=view&num=302,1,"진주본병원/
									2020년 01월 08일 기준 비급여리스트
								",200331
,진주본병원,http://www.bon4567.co.kr/sub.asp?bct=05&mct=06&pmode=view&num=301,1,"진주본병원/
									2019년 12월 10일 기준 비급여리스트
								",200331
,진주본병원,http://www.bon4567.co.kr/sub.asp?bct=05&mct=06&pmode=view&num=273,1,"진주본병원/
									2019년 10월 15일 기준 비급여리스트
								",200331
,진주본병원,http://www.bon4567.co.kr/sub.asp?bct=05&mct=06&pmode=view&num=272,1,"진주본병원/
									2019년 9월 17일 기준 비급여리스트
								",200331
,진주본병원,http://www.bon4567.co.kr/sub.asp?bct=05&mct=06&pmode=view&num=271,1,"진주본병원/
									2019년 8월 7일 기준 비급여리스트
								",200331
,진주본병원,http://www.bon4567.co.kr/sub.asp?bct=05&mct=06&pmode=view&num=268,1,"진주본병원/
									2019년 7월 1일 기준 비급여리스트
								",200331
,진주본병원,http://www.bon4567.co.kr/sub.asp?bct=05&mct=06&pmode=view&num=260,1,"진주본병원/
									2019년 05월 08일 기준 비급여리스트
								",200331
,인본병원,http://www.inbone.kr/consult/unpaid/index.jsp?reqPageNo=1,1,인본병원/1,200331
,인본병원,http://www.inbone.kr/consult/unpaid2/index.jsp?reqPageNo=1,1,인본병원/1,200331
,부산본병원,http://www.bonhospital.co.kr/notice/nonpay/index.jsp?snopay1_fk=5&reqPageNo=11,1,부산본병원/다음,200331
,부산본병원,http://www.bonhospital.co.kr/notice/nonpay/index.jsp?snopay1_fk=7&reqPageNo=11,1,부산본병원/다음,200331
,부산본병원,http://www.bonhospital.co.kr/notice/nonpay/index.jsp?reqPageNo=21,1,부산본병원/다음,200331
,부산본병원,http://www.bonhospital.co.kr/notice/nonpay/index.jsp?snopay1_fk=5&reqPageNo=2,1,부산본병원/2,200331
,부산본병원,http://www.bonhospital.co.kr/notice/nonpay/index.jsp?snopay1_fk=5&reqPageNo=3,1,부산본병원/3,200331
,부산본병원,http://www.bonhospital.co.kr/notice/nonpay/index.jsp?snopay1_fk=5&reqPageNo=4,1,부산본병원/4,200331
,부산본병원,http://www.bonhospital.co.kr/notice/nonpay/index.jsp?snopay1_fk=5&reqPageNo=5,1,부산본병원/5,200331
,부산본병원,http://www.bonhospital.co.kr/notice/nonpay/index.jsp?snopay1_fk=5&reqPageNo=6,1,부산본병원/6,200331
,부산본병원,http://www.bonhospital.co.kr/notice/nonpay/index.jsp?snopay1_fk=5&reqPageNo=7,1,부산본병원/7,200331
,부산본병원,http://www.bonhospital.co.kr/notice/nonpay/index.jsp?snopay1_fk=5&reqPageNo=8,1,부산본병원/8,200331
,부산본병원,http://www.bonhospital.co.kr/notice/nonpay/index.jsp?snopay1_fk=5&reqPageNo=9,1,부산본병원/9,200331
,부산본병원,http://www.bonhospital.co.kr/notice/nonpay/index.jsp?snopay1_fk=5&reqPageNo=10,1,부산본병원/10,200331
,부산본병원,http://www.bonhospital.co.kr/notice/nonpay/index.jsp?snopay1_fk=7&reqPageNo=2,1,부산본병원/2,200331
,부산본병원,http://www.bonhospital.co.kr/notice/nonpay/index.jsp?snopay1_fk=7&reqPageNo=3,1,부산본병원/3,200331
,부산본병원,http://www.bonhospital.co.kr/notice/nonpay/index.jsp?snopay1_fk=7&reqPageNo=4,1,부산본병원/4,200331
,부산본병원,http://www.bonhospital.co.kr/notice/nonpay/index.jsp?snopay1_fk=7&reqPageNo=5,1,부산본병원/5,200331
